Active Alarm
Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm AID,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Probable Cause,Clear Info,Related Service(s),(Un)ACK Information,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10,Custom Attribute 11,Custom Attribute 12,Custom Attribute 13,Custom Attribute 14
Minor,Communications Alarm,HGW6927_S_VILLAGE MOLA ALI MAHESAR(177)HGW6927_S_VILLAGE MOLA ALI MAHESAR(177)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2015-10-15 17:15:06BTS(GV4),Alarm Object:CELL;  Site ID:177;  Bts ID:1;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:177,Module No.:5,Index:15;,UnacknowledgedGSM,143454,1440808394771,SUK313Z_MGW_1,SUK313Z(1140),SUK313Z(1140),SUK313Z_MGW_1(1140),SUK313Z_MGW_1,GSM AlarmEquipment Malfunction(315)177,HGW6927_S_VILLAGE MOLA ALI MAHESAR_NEW,CELL,1,HGW6927A_S_VILLAGE MOLA ALI MAHESAR_NEWproduct:gv3,gv3,CRC=83305916/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=SUK313Z#RAISETIME=2015-10-15 17:15:06#CID=1#CNAME=HGW6927A_S_VILLAGE MOLA ALI MAHESAR_NEW,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1140,MEID=1140,GBssFunction=1140,GBtsSiteManager=177,GGsmCell=1
Minor,Communications Alarm,HGW6927_S_VILLAGE MOLA ALI MAHESAR(177)HGW6927_S_VILLAGE MOLA ALI MAHESAR(177)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2015-10-15 17:15:07BTS(GV4),Alarm Object:CELL;  Site ID:177;  Bts ID:2;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:177,Module No.:5,Index:15;,UnacknowledgedGSM,143455,1440808394772,SUK313Z_MGW_1,SUK313Z(1140),SUK313Z(1140),SUK313Z_MGW_1(1140),SUK313Z_MGW_1,GSM AlarmEquipment Malfunction(315)177,HGW6927_S_VILLAGE MOLA ALI MAHESAR_NEW,CELL,2,HGW6927B_S_VILLAGE MOLA ALI MAHESAR_NEWproduct:gv3,gv3,CRC=2650698758/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=SUK313Z#RAISETIME=2015-10-15 17:15:07#CID=2#CNAME=HGW6927B_S_VILLAGE MOLA ALI MAHESAR_NEW,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1140,MEID=1140,GBssFunction=1140,GBtsSiteManager=177,GGsmCell=2
Minor,Communications Alarm,HGW6927_S_VILLAGE MOLA ALI MAHESAR(177)HGW6927_S_VILLAGE MOLA ALI MAHESAR(177)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2015-10-15 17:15:08BTS(GV4),Alarm Object:CELL;  Site ID:177;  Bts ID:3;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:177,Module No.:5,Index:15;,UnacknowledgedGSM,143456,1440808394773,SUK313Z_MGW_1,SUK313Z(1140),SUK313Z(1140),SUK313Z_MGW_1(1140),SUK313Z_MGW_1,GSM AlarmEquipment Malfunction(315)177,HGW6927_S_VILLAGE MOLA ALI MAHESAR_NEW,CELL,3,HGW6927C_S_VILLAGE MOLA ALI MAHESAR_NEWproduct:gv3,gv3,CRC=3942204560/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=SUK313Z#RAISETIME=2015-10-15 17:15:08#CID=3#CNAME=HGW6927C_S_VILLAGE MOLA ALI MAHESAR_NEW,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1140,MEID=1140,GBssFunction=1140,GBtsSiteManager=177,GGsmCell=3
Critical,Processing Error Alarm,UQTA404ZTE(404),EQRNCID=1,RACKNO=1,SHELFNO=3,SLOTNO=9,CPUNO=1,QTA0334__S_Kakar Street Aalim Chowk Airport Road Quetta(1133)NodeB is out of service(199083023),NCP link failure,2015-11-11 10:29:34Controller ManagedElement(V4),Alarm Object:NODEB;  NodeB ID:1133;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1133; Logic Position:System No.:0,Module No.:3,Index:0;,Unacknowledged2016-01-23 16:28:17,seen,BSSFMLHR,EMS Server(10.231.250.180),UMTS,48130,1440819213537,129.0.1.1UQTA404ZTE__RNC_QTA_1,UQTA404ZTE(404),UQTA404ZTE__RNC_QTA_1,W AlarmEquipment Malfunction(315)1133,U6QTA0334__S_Kakar Street Aalim Chowk Airport Road Quetta,NODEB,1133,U6QTA0334__S_Kakar Street Aalim Chowk Airport Road Quetta,CDR,product:wcdma,wcdma,CRC=1014798687/0/0/0#MO=401#OTYPE=UIubLink#NENAME=UQTA404ZTE#RAISETIME=2015-11-11 10:29:34,NodeB is out of service,NCP link failure,UIUBLINK,SubNetwork=404,MEID=404,URncFunction=404,UIubLink=1133
Critical,Processing Error Alarm,UMUL403ZTE(403),EQRNCID=1,RACKNO=1,SHELFNO=3,SLOTNO=13,CPUNO=1,NodeB is out of service(199083023),NCP link failure,2015-12-30 18:24:09Controller ManagedElement(V4),Alarm Object:NODEB;  NodeB ID:1210;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:1210; Logic Position:System No.:0,Module No.:4,Index:0;,Unacknowledged2016-01-23 16:28:17,seen,BSSFMLHR,EMS Server(10.231.250.180),UMTS,65887,1440827504409,129.0.1.1UMUL403ZTE__RNC_MUL_1,UMUL403ZTE(403),UMUL403ZTE__RNC_MUL_1,W AlarmEquipment Malfunction(315)1210,U2RYK3000_NEW,NODEB,1210,U2RYK3000_NEW,CDR,product:wcdma,wcdma,CRC=1091688875/0/0/0#MO=401#OTYPE=UIubLink#NENAME=UMUL403ZTE#RAISETIME=2015-12-30 18:24:09,NodeB is out of service,NCP link failure,UIUBLINK,SubNetwork=403,MEID=403,URncFunction=403,UIubLink=1210
Minor,Communications Alarm,BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW(32)BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW(32)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2016-01-06 14:26:08BTS(GV4),Alarm Object:CELL;  Site ID:32;  Bts ID:3;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:32,Module No.:3,Index:15;,UnacknowledgedGSM,303280,1440828744554,SUK313Z_MGW_1,SUK313Z(1140),SUK313Z(1140),SUK313Z_MGW_1(1140),SUK313Z_MGW_1,GSM AlarmEquipment Malfunction(315)32,BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW,CELL,3,BRR0227C__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEWproduct:gv3,gv3,CRC=4021109341/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=SUK313Z#RAISETIME=2016-01-06 14:26:08#CID=3#CNAME=BRR0227C__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1140,MEID=1140,GBssFunction=1140,GBtsSiteManager=32,GGsmCell=3
Minor,Communications Alarm,BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW(32)BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW(32)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2016-01-06 14:26:08BTS(GV4),Alarm Object:CELL;  Site ID:32;  Bts ID:2;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:32,Module No.:3,Index:15;,UnacknowledgedGSM,303281,1440828744555,SUK313Z_MGW_1,SUK313Z(1140),SUK313Z(1140),SUK313Z_MGW_1(1140),SUK313Z_MGW_1,GSM AlarmEquipment Malfunction(315)32,BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW,CELL,2,BRR0227B__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEWproduct:gv3,gv3,CRC=2561307339/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=SUK313Z#RAISETIME=2016-01-06 14:26:08#CID=2#CNAME=BRR0227B__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1140,MEID=1140,GBssFunction=1140,GBtsSiteManager=32,GGsmCell=2
Minor,Communications Alarm,BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW(32)BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW(32)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2016-01-06 14:26:08BTS(GV4),Alarm Object:CELL;  Site ID:32;  Bts ID:1;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:32,Module No.:3,Index:15;,UnacknowledgedGSM,303282,1440828744556,SUK313Z_MGW_1,SUK313Z(1140),SUK313Z(1140),SUK313Z_MGW_1(1140),SUK313Z_MGW_1,GSM AlarmEquipment Malfunction(315)32,BRR0227__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW,CELL,1,BRR0227A__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEWproduct:gv3,gv3,CRC=27468657/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=SUK313Z#RAISETIME=2016-01-06 14:26:08#CID=1#CNAME=BRR0227A__S_MOMAL KEMARI GOTH MATHELO - ZONG_NEW,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1140,MEID=1140,GBssFunction=1140,GBtsSiteManager=32,GGsmCell=1
Minor,Communications Alarm,RUR3004(156)RUR3004(156)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2016-01-07 22:41:33BTS(GV4),Alarm Object:CELL;  Site ID:156;  Bts ID:1;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:156,Module No.:14,Index:15;,UnacknowledgedGSM,271003,1440828966526,RYK316Z_MGW_1,RYK316Z_ZTE_BSC_1_LCK(1138),RYK316Z_ZTE_BSC_1_LCK(1138),RYK316_MGW_1(1138),RYK316Z_MGW_1,GSM AlarmEquipment Malfunction(315)156,RUR3004,CELL,1,RUR3004Aproduct:gv3,gv3,CRC=2420572734/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=RYK316Z_ZTE_BSC_1_LCK#RAISETIME=2016-01-07 22:41:33#CID=1#CNAME=RUR3004A,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1138,MEID=1138,GBssFunction=1138,GBtsSiteManager=156,GGsmCell=1
Minor,Communications Alarm,RUR3004(156)RUR3004(156)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2016-01-07 22:41:35BTS(GV4),Alarm Object:CELL;  Site ID:156;  Bts ID:2;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:156,Module No.:14,Index:15;,UnacknowledgedGSM,271004,1440828966529,RYK316Z_MGW_1,RYK316Z_ZTE_BSC_1_LCK(1138),RYK316Z_ZTE_BSC_1_LCK(1138),RYK316_MGW_1(1138),RYK316Z_MGW_1,GSM AlarmEquipment Malfunction(315)156,RUR3004,CELL,2,RUR3004Bproduct:gv3,gv3,CRC=156128132/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=RYK316Z_ZTE_BSC_1_LCK#RAISETIME=2016-01-07 22:41:35#CID=2#CNAME=RUR3004B,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1138,MEID=1138,GBssFunction=1138,GBtsSiteManager=156,GGsmCell=2
Minor,Communications Alarm,RUR3004(156)RUR3004(156)Cell interruption alarm(199087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2016-01-07 22:41:37BTS(GV4),Alarm Object:CELL;  Site ID:156;  Bts ID:3;  Trx ID:255;  Rack ID:255;  Shelf ID:255;  Panel ID:255; Logic Position:System No.:156,Module No.:14,Index:15;,UnacknowledgedGSM,271005,1440828966530,RYK316Z_MGW_1,RYK316Z_ZTE_BSC_1_LCK(1138),RYK316Z_ZTE_BSC_1_LCK(1138),RYK316_MGW_1(1138),RYK316Z_MGW_1,GSM AlarmEquipment Malfunction(315)156,RUR3004,CELL,3,RUR3004Cproduct:gv3,gv3,CRC=2118738706/0/0/0#MO=401#OTYPE=GBtsSiteManager#NENAME=RYK316Z_ZTE_BSC_1_LCK#RAISETIME=2016-01-07 22:41:37#CID=3#CNAME=RUR3004C,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...,GGSMCELL,SubNetwork=1138,MEID=1138,GBssFunction=1138,GBtsSiteManager=156,GGsmCell=3
